quando              |  quem   |  balcao  |  o_que              |  canal_criado/usado
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25618 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25617 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25618 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25603 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25617 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25603 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25626 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25625 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25627 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25626 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25625 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25627 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25620 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25628 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25629 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25628 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25629 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25564 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25133 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25650 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25650 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25651 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25651 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25648 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25648 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25652 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25652 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25647 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25647 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25644 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25644 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25653 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25656 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25653 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25656 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25654 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25654 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25649 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25649 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25657 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25658 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25657 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25658 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25662 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25662 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25663 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25663 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25664 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25665 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25661 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25664 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25665 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25661 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25666 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25666 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25655 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25643 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25659 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25660 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25685 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25655 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25686 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25643 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25688 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25660 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25685 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25687 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25686 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25689 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25690 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25687 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25689 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25690 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25659 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25684 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25684 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25703 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25703 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25709 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25709 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25708 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25708 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25710 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25711 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25707 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25710 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25712 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25711 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25707 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25713 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25712 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25713 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25715 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25705 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25715 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25705 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25716 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25717 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25718 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25714 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25716 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25717 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25704 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25718 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25706 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25714 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25704 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25706 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25736 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25739 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25740 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25736 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25741 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25739 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25738 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25742 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25740 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25737 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25741 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25738 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25744 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25742 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25737 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25745 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25746 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25733 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25747 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25744 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25745 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25746 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25733 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25747 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25748 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25749 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25748 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25749 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25750 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25743 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25750 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25751 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25752 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25743 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25751 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25753 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25754 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25755 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25752 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25753 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25757 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25754 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25755 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25757 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25756 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25756 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25783 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25783 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25784 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25784 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25785 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25786 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25782 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25787 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25781 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25785 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25788 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25786 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25782 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25790 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25789 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25791 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25787 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25792 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25781 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25788 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25793 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25794 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25795 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25797 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25790 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25789 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25798 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25791 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25792 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25793 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25794 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25795 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25797 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25798 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25796 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25799 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25799 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25801 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25801 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25802 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25800 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25780 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25802 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25804 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25800 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25803 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25780 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25804 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25803 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25834 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25834 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25835 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25836 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25837 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25835 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25838 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25836 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25833 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25837 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25838 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25833 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25839 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25840 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25832 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25839 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25840 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25832 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25796 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25841 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25841 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25844 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25844 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25842 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25843 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25845 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25842 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25843 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25845 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25846 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25847 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25846 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25847 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25688 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25831 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25869 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25870 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25874 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25831 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25869 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25870 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25874 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25871 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25871 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25872 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25873 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25872 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25873 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25875 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25867 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25875 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25867 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25462 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25876 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25876 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25865 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25868 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25878 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25866 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25865 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25868 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25878 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25866 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25864 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25877 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25880 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25864 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25877 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25880 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25881 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25879 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25881 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25879 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25882 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25882 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25907 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25907 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25908 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25908 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25909 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25910 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25909 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25906 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25906 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25910 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25911 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25911 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25905 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25905 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25913 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25912 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25913 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25904 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25914 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25915 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25904 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25916 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25914 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25903 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25917 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25916 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25903 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25918 
27-05-2015 21:39:24 | Balcao  | 2        | fim_atend_cli       | /tmp/fc_25919 
27-05-2015 21:39:24 | Balcao  | 1        | fim_atend_cli       | /tmp/fc_25920 
27-05-2015 21:39:24 | Cliente | 2        | fim_atendimento     | /tmp/fc_25917 
27-05-2015 21:39:24 | Cliente | 1        | fim_atendimento     | /tmp/fc_25918 
